id,date_completion_rcd_latest,date_completion_rcd_latest_pre_cutoff,date_completion_last_updated_exclude_missing_update_date,date_completion_last_updated_prefer_euctr,trial_status_last_updated_prefer_euctr,status_complete_last_updated_prefer_euctr,trn_ictrp_priority,date_completion_ictrp,date_completion_22_21_last_updated_prefer_euctr,date_completion_study_last_updated_prefer_euctr,date_completion_results
tri08266,NA,NA,NA,NA,NA,NA,EUCTR2020-001760-29,NA,NA,NA,NA
tri08267,NA,NA,NA,NA,NA,NA,EUCTR2020-006042-39,NA,2021-12-08,NA,NA
tri08268,NA,NA,NA,NA,NA,NA,EUCTR2020-004715-27,NA,NA,NA,NA
tri08269,NA,NA,NA,NA,NA,NA,EUCTR2021-000413-17,NA,NA,NA,NA
tri08272,2021-09-30,NA,2021-09-30,2021-09-30,Recruiting,FALSE,NCT04668209,2021-09-30,2022-03-31,2021-09-30,NA
tri08273,2022-04-30,NA,2022-04-30,2022-04-30,"Active, not recruiting",FALSE,NCT04668339,2022-04-30,2022-04-30,2022-04-30,NA
tri08274,2021-01-30,2021-01-30,2021-01-30,2021-01-30,Completed,TRUE,NCT04678739,2021-01-30,2021-01-30,2021-02-10,NA
tri08275,2021-04-01,2021-04-01,2021-04-01,2021-04-01,"Active, not recruiting",FALSE,NCT04679493,2021-04-01,2021-04-09,2021-04-01,NA
tri08276,2021-03-31,2021-03-31,2021-03-31,2021-03-31,"Active, not recruiting",FALSE,NCT04680949,2021-03-31,2021-03-31,2021-12-20,2021-04-28
tri08277,2021-03-25,2021-03-25,2021-03-25,2021-03-25,Completed,TRUE,NCT04689399,2021-03-25,2021-03-25,2021-03-25,NA
tri08278,2021-01-13,2021-01-13,2021-01-13,2021-01-13,Completed,TRUE,NCT04690387,2021-01-13,2021-01-13,2021-01-15,NA
tri08279,2021-06-02,2021-06-02,2021-06-02,2021-06-02,"Active, not recruiting",FALSE,NCT04695652,2021-06-02,2021-05-15,2022-06-01,NA
tri08280,2022-03-31,NA,2022-03-31,2022-03-31,"Active, not recruiting",FALSE,NCT04700163,2022-03-31,2022-03-31,2022-06-30,NA
tri08281,2021-10-15,NA,2021-10-15,2021-10-15,Recruiting,FALSE,NCT04701606,2021-10-15,2022-04-15,2021-10-15,NA
tri08285,2022-01-01,NA,2022-01-01,2022-01-01,Not yet recruiting,FALSE,NCT04709328,2022-01-01,2022-01-01,2022-03-01,NA
tri08286,2022-03-11,NA,2022-03-11,2022-03-11,"Active, not recruiting",FALSE,NCT04710394,2022-03-11,2022-03-11,2022-03-11,NA
tri08287,2022-04-04,NA,2022-04-04,2022-04-04,"Active, not recruiting",FALSE,NCT04712110,2022-04-04,2022-04-04,2022-04-04,NA
tri08289,2020-10-31,2020-10-31,2020-10-31,2020-10-31,Completed,TRUE,NCT04723290,2020-10-31,2020-10-31,2020-12-31,NA
tri08291,2021-12-28,NA,2021-12-28,2021-12-28,Recruiting,FALSE,NCT04729140,2021-12-28,2021-12-28,2022-03-28,NA
tri08294,2021-03-10,2021-03-10,2021-03-10,2021-03-10,Completed,TRUE,NCT04737486,2021-03-10,2021-03-10,2021-03-10,NA
tri08295,2022-04-05,NA,2022-04-05,2022-04-05,"Active, not recruiting",FALSE,NCT04741386,2022-04-05,2022-04-05,2022-12-31,NA
tri08298,2022-01-28,NA,2022-01-28,2022-01-28,Recruiting,FALSE,NCT04756141,2022-01-28,2022-01-28,2022-01-28,NA
tri08301,2022-04-01,NA,2022-04-01,2022-04-01,Recruiting,FALSE,NCT04764422,2022-04-01,2022-05-01,2023-04-01,NA
tri08302,2022-02-01,NA,2022-02-01,2022-02-01,Recruiting,FALSE,NCT04765475,2022-02-01,2022-02-01,2022-09-01,NA
tri08303,2021-08-01,NA,2021-08-01,2021-08-01,Recruiting,FALSE,NCT04766931,2021-08-01,2022-02-01,2021-12-01,NA
tri08304,2022-02-28,NA,2022-02-28,2022-02-28,Recruiting,FALSE,NCT04767958,2022-02-28,2022-02-28,2022-07-31,NA
tri08308,2021-08-31,NA,2021-08-31,2021-08-31,Recruiting,FALSE,NCT04793464,2021-08-31,2022-08-31,2022-08-31,NA
tri08309,2021-12-01,NA,2021-12-01,2021-12-01,Recruiting,FALSE,NCT04794088,2021-12-01,2021-12-01,2022-02-01,NA
tri08311,2021-04-01,2021-04-01,2021-04-01,2021-04-01,Recruiting,FALSE,NCT04798677,2021-04-01,2021-07-01,2021-04-01,NA
tri08312,2021-12-31,NA,2021-12-31,2021-12-31,Enrolling by invitation,FALSE,NCT04800965,2021-12-31,2021-12-31,2022-01-01,NA
tri08313,2021-12-31,NA,2021-12-31,2021-12-31,Enrolling by invitation,FALSE,NCT04801524,2021-12-31,2021-12-31,2022-01-01,NA
tri08314,2021-06-01,2021-06-01,2021-06-01,2021-06-01,"Active, not recruiting",FALSE,NCT04802018,2021-06-01,2022-03-01,2021-09-01,NA
tri08318,2021-06-01,2021-06-01,2021-06-01,2021-06-01,Recruiting,FALSE,NCT04810637,2021-06-01,2021-06-01,2021-09-01,NA
tri08319,2021-03-01,2021-03-01,2021-03-01,2021-03-01,Terminated,TRUE,NCT04810949,2021-03-01,2021-03-01,2021-03-01,NA
tri08320,2023-08-31,NA,2023-08-31,2023-08-31,Recruiting,FALSE,NCT04811339,2023-08-31,2023-08-31,2023-08-31,NA
tri08324,2022-01-10,NA,2022-01-10,2022-01-10,Recruiting,FALSE,NCT04811859,2022-01-10,2022-01-10,2022-03-10,NA
tri08327,2020-10-30,2020-10-30,2020-10-30,2020-10-30,Completed,TRUE,NCT04812184,2020-10-30,2020-10-30,2020-10-30,NA
tri08330,2021-03-20,2021-03-20,2021-03-20,2021-03-20,Recruiting,FALSE,NCT04813471,2021-03-20,2021-03-20,2021-04-30,NA
tri08331,2021-05-30,2021-05-30,2021-05-30,2021-05-30,Recruiting,FALSE,NCT04813497,2021-05-30,2022-04-30,2021-12-31,NA
tri08332,2022-04-01,NA,2022-04-01,2022-04-01,Enrolling by invitation,FALSE,NCT04813575,2022-04-01,2022-04-01,2022-06-01,NA
tri08338,2023-03-01,NA,2023-03-01,2023-03-01,Recruiting,FALSE,NCT04815096,2023-03-01,2023-03-01,2023-03-01,NA
tri08344,2020-12-01,2020-12-01,2020-12-01,2020-12-01,Completed,TRUE,NCT04816084,2020-12-01,2020-12-01,2021-03-15,NA
tri08346,2021-02-01,2021-02-01,2021-02-01,2021-02-01,Completed,TRUE,NCT04816656,2021-02-01,2021-02-01,2021-03-22,NA
tri08347,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Recruiting,FALSE,NCT04816682,2021-06-30,2021-06-30,2021-12-30,NA
tri08350,2020-07-21,2020-07-21,2020-07-21,2020-07-21,Completed,TRUE,NCT04816942,2020-07-21,2020-07-21,2020-10-12,2020-07-21
tri08351,2021-02-28,2021-02-28,2021-02-28,2021-02-28,Completed,TRUE,NCT04817332,2021-02-28,2021-02-28,2021-02-28,NA
tri08352,2022-03-01,NA,2022-03-01,2022-03-01,Recruiting,FALSE,NCT04817371,2022-03-01,2022-03-01,2022-03-01,NA
tri08355,2021-05-25,2021-05-25,2021-05-25,2021-05-25,Recruiting,FALSE,NCT04818489,2021-05-25,2021-08-25,2021-07-10,NA
tri08357,2021-07-01,NA,2021-07-01,2021-07-01,Not yet recruiting,FALSE,NCT04818801,2021-07-01,2021-12-01,2022-06-01,NA
tri08362,2021-11-01,NA,2021-11-01,2021-11-01,Not yet recruiting,FALSE,NCT04820751,2021-11-01,2021-11-01,2022-01-01,NA
tri08363,2021-04-29,2021-04-29,2021-04-29,2021-04-29,Completed,TRUE,NCT04820803,2021-04-29,2021-04-29,2021-06-30,NA
tri08365,2022-07-31,NA,2022-07-31,2022-07-31,"Active, not recruiting",FALSE,NCT04821674,2022-07-31,2021-08-13,2022-12-31,NA
tri08367,2021-06-01,2021-06-01,2021-06-01,2021-06-01,Recruiting,FALSE,NCT04821934,2021-06-01,2021-12-20,2021-12-01,NA
tri08368,2021-05-15,2021-05-15,2021-05-15,2021-05-15,Recruiting,FALSE,NCT04821973,2021-05-15,2021-05-15,2021-11-15,NA
tri08370,2020-04-22,2020-04-22,2020-04-22,2020-04-22,Completed,TRUE,NCT04822285,2020-04-22,2020-04-22,2021-03-21,NA
tri08372,2022-02-01,NA,2022-02-01,2022-02-01,Not yet recruiting,FALSE,NCT04822818,2022-02-01,2022-06-01,2022-06-01,NA
tri08375,2021-07-08,NA,2021-07-08,2021-07-08,Not yet recruiting,FALSE,NCT04823351,2021-07-08,2021-07-08,2021-11-01,NA
tri08376,2022-07-01,NA,2022-07-01,2022-07-01,Not yet recruiting,FALSE,NCT04824222,2022-07-01,2022-07-01,2022-12-01,NA
tri08378,2021-04-30,2021-04-30,2021-04-30,2021-04-30,Recruiting,FALSE,NCT04824391,2021-04-30,2021-04-30,2022-04-30,NA
tri08380,2021-08-08,NA,2021-08-08,2021-08-08,Recruiting,FALSE,NCT04824638,2021-08-08,2021-06-29,2023-12-08,NA
tri08384,2022-10-30,NA,2022-10-30,2022-10-30,Not yet recruiting,FALSE,NCT04825093,2022-10-30,2022-10-30,2023-12-30,NA
tri08385,2021-12-01,NA,2021-12-01,2021-12-01,Recruiting,FALSE,NCT04826367,2021-12-01,2022-06-01,2022-02-01,NA
tri08388,2021-07-08,NA,2021-07-08,2021-07-08,Recruiting,FALSE,NCT04826822,2021-07-08,2021-07-08,2021-09-02,NA
tri08391,2022-05-01,NA,2022-05-01,2022-05-01,Recruiting,FALSE,NCT04828161,2022-05-01,2022-05-01,2022-06-01,NA
tri08393,2021-07-01,NA,2021-07-01,2021-07-01,Recruiting,FALSE,NCT04828538,2021-07-01,2021-11-30,2021-07-01,NA
tri08394,2021-09-30,NA,2021-09-30,2021-09-30,Not yet recruiting,FALSE,NCT04828564,2021-09-30,2021-09-30,2021-12-31,NA
tri08396,2021-10-31,NA,2021-10-31,2021-10-31,Recruiting,FALSE,NCT04828668,2021-10-31,2021-12-30,2021-11-30,NA
tri08399,2023-04-01,NA,2023-04-01,2023-04-01,Recruiting,FALSE,NCT04829188,2023-04-01,2023-04-01,2023-07-01,NA
tri08401,2021-08-31,NA,2021-08-31,2021-08-31,Recruiting,FALSE,NCT04830020,2021-08-31,2021-06-30,2021-08-31,NA
tri08403,2022-05-30,NA,2022-05-30,2022-05-30,Recruiting,FALSE,NCT04830800,2022-05-30,2022-05-30,2022-09-30,NA
tri08404,2021-02-28,2021-02-28,2021-02-28,2021-02-28,Completed,TRUE,NCT04830943,2021-02-28,2021-02-28,2021-03-30,NA
tri08405,2021-10-01,NA,2021-10-01,2021-10-01,Not yet recruiting,FALSE,NCT04831853,2021-10-01,2021-10-01,2021-12-01,NA
tri08408,2022-03-01,NA,2022-03-01,2022-03-01,Not yet recruiting,FALSE,NCT04832880,2022-03-01,2022-03-01,2022-12-01,NA
tri08409,2021-09-01,NA,2021-09-01,2021-09-01,Recruiting,FALSE,NCT04833010,2021-09-01,2022-12-01,2021-09-01,NA
tri08411,2021-04-30,2021-04-30,2021-04-30,2021-04-30,Recruiting,FALSE,NCT04834115,2021-04-30,2021-04-30,2021-05-30,NA
tri08412,2022-03-19,NA,2022-03-19,2022-03-19,Recruiting,FALSE,NCT04834375,2022-03-19,2022-03-19,2022-04-19,NA
tri08414,NA,NA,NA,NA,NA,NA,ACTRN12621000387820,NA,2022-04-29,NA,NA
tri08415,2021-05-15,2021-05-15,2021-05-15,2021-05-15,Not yet recruiting,FALSE,ACTRN12621000347864,2021-05-15,2021-05-15,2021-05-15,NA
tri08416,2023-09-30,NA,2023-09-30,2023-09-30,Ongoing,FALSE,ISRCTN14081521,2023-09-30,2023-09-30,2023-09-30,NA
tri08418,2021-03-10,2021-03-10,2021-03-10,2021-03-10,Completed,TRUE,ISRCTN21085622,2021-03-10,2021-03-10,2021-03-10,2021-03-31
tri08419,2023-12-03,NA,2023-12-03,2023-12-03,Ongoing,FALSE,ISRCTN70307341,2023-12-03,2023-12-03,2023-12-03,NA
tri08420,2023-05-31,NA,2023-05-31,2023-05-31,Ongoing,FALSE,ISRCTN17441953,2023-05-31,2023-05-31,2023-05-31,NA
tri08421,2023-03-31,NA,2023-03-31,2023-03-31,Ongoing,FALSE,ISRCTN17846723,2023-03-31,2023-03-31,2023-03-31,NA
tri08428,2021-04-01,2021-04-01,2021-04-01,2021-04-01,Completed,TRUE,ISRCTN14966097,2021-04-01,2021-04-01,2021-04-01,NA
tri08430,2021-12-01,NA,2021-12-01,2021-12-01,Not yet recruiting,FALSE,ChiCTR2100043012,2021-12-01,2021-12-01,2021-12-01,NA
tri08431,2021-12-31,NA,2021-12-31,2021-12-31,Recruiting,FALSE,ChiCTR2100042192,2021-12-31,2021-12-31,2021-12-31,NA
tri08433,2021-08-15,NA,2021-08-15,2021-08-15,Not yet recruiting,FALSE,ChiCTR2100042150,2021-08-15,2021-08-15,2021-08-15,NA
tri08434,2021-03-31,2021-03-31,2021-03-31,2021-03-31,Recruiting,FALSE,ChiCTR2100042069,2021-03-31,2021-03-31,2021-03-31,NA
tri08435,2021-03-31,2021-03-31,2021-03-31,2021-03-31,Recruiting,FALSE,ChiCTR2100042068,2021-03-31,2021-03-31,2021-03-31,NA
tri08436,2021-03-31,2021-03-31,2021-03-31,2021-03-31,Recruiting,FALSE,ChiCTR2100042066,2021-03-31,2021-03-31,2021-03-31,NA
tri08437,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Suspending,FALSE,ChiCTR2100042004,2020-12-31,2020-12-31,2020-12-31,NA
tri08438,2020-07-31,2020-07-31,2020-07-31,2020-07-31,Completed,TRUE,ChiCTR2100042003,2020-07-31,2020-07-31,2020-07-31,NA
tri08439,2023-12-31,NA,2023-12-31,2023-12-31,Recruiting,FALSE,ChiCTR2000040847,2023-12-31,2023-12-31,2023-12-31,NA
tri08443,NA,NA,NA,NA,NA,NA,EUCTR2021-000880-63,NA,NA,NA,NA
tri08444,NA,NA,NA,NA,NA,NA,EUCTR2021-000905-26,NA,NA,NA,NA
tri08445,NA,NA,NA,NA,NA,NA,EUCTR2021-000864-32,NA,NA,NA,NA
tri08446,2020-12-09,2020-12-09,2020-12-09,2020-12-09,Terminated,TRUE,NCT04329195,2020-12-09,2020-11-28,2021-01-09,NA
tri08453,2020-04-20,2020-04-20,2020-04-20,2020-04-20,Recruiting,FALSE,NCT04685447,2020-04-20,2020-04-20,2021-12-01,NA
tri08456,2021-08-01,NA,2021-08-01,2021-08-01,Recruiting,FALSE,NCT04710199,2021-08-01,2021-07-08,2021-10-01,NA
tri08457,2021-03-25,2021-03-25,2021-03-25,2021-03-25,Completed,TRUE,NCT04716426,2021-03-25,2021-03-25,2021-03-25,NA
tri08458,2022-11-01,NA,2022-11-01,2022-11-01,Recruiting,FALSE,NCT04718220,2022-11-01,2022-11-01,2022-11-01,NA
tri08459,2021-03-09,2021-03-09,2021-03-09,2021-03-09,Completed,TRUE,NCT04720235,2021-03-09,2021-03-09,2021-03-30,NA
tri08460,2022-04-01,NA,2022-04-01,2022-04-01,Recruiting,FALSE,NCT04732468,2022-04-01,2022-04-01,2022-04-01,NA
tri08461,2022-07-30,NA,2022-07-30,2022-07-30,Recruiting,FALSE,NCT04734561,2022-07-30,2021-07-31,2022-07-30,NA
tri08462,2021-09-01,NA,2021-09-01,2021-09-01,Recruiting,FALSE,NCT04734860,2021-09-01,2021-09-01,2021-11-01,NA
tri08464,2021-05-01,2021-05-01,2021-05-01,2021-05-01,"Active, not recruiting",FALSE,NCT04747821,2021-05-01,2021-05-01,2022-02-01,NA
tri08465,2021-04-07,2021-04-07,2021-04-07,2021-04-07,Terminated,TRUE,NCT04748783,2021-04-07,2021-04-07,2021-04-07,NA
tri08466,2021-10-31,NA,2021-10-31,2021-10-31,Not yet recruiting,FALSE,NCT04751669,2021-10-31,2021-10-31,2021-12-31,NA
tri08468,2021-06-03,2021-06-03,2021-06-03,2021-06-03,"Active, not recruiting",FALSE,NCT04762173,2021-06-03,2021-05-31,2021-06-03,NA
tri08469,2021-03-12,2021-03-12,2021-03-12,2021-03-12,Suspended,FALSE,NCT04762771,2021-03-12,2021-03-12,2021-11-01,NA
tri08470,2021-08-01,NA,2021-08-01,2021-08-01,Recruiting,FALSE,NCT04771351,2021-08-01,2021-08-01,2021-10-01,NA
tri08472,2021-08-31,NA,2021-08-31,2021-08-31,Recruiting,FALSE,NCT04789499,2021-08-31,2021-12-30,2021-12-01,NA
tri08473,2021-05-30,2021-05-30,2021-05-30,2021-05-30,"Active, not recruiting",FALSE,NCT04791423,2021-05-30,2021-10-30,2022-04-30,NA
tri08474,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Recruiting,FALSE,NCT04794036,2021-06-30,2022-06-13,2021-09-30,NA
tri08475,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Recruiting,FALSE,NCT04796402,2021-06-30,2021-06-07,2021-12-31,NA
tri08476,2022-10-01,NA,2022-10-01,2022-10-01,Recruiting,FALSE,NCT04798053,2022-10-01,2023-04-01,2022-10-01,NA
tri08477,2025-03-31,NA,2025-03-31,2025-03-31,Recruiting,FALSE,NCT04800133,2025-03-31,2025-03-31,2025-03-31,NA
tri08478,2021-06-22,2021-06-22,2021-06-22,2021-06-22,Recruiting,FALSE,NCT04800939,2021-06-22,2021-04-15,2022-07-22,NA
tri08479,2021-01-18,2021-01-18,2021-01-18,2021-01-18,Completed,TRUE,NCT04808921,2021-01-18,2021-01-18,2021-01-28,NA
tri08480,2021-07-01,NA,2021-07-01,2021-07-01,Recruiting,FALSE,NCT04810065,2021-07-01,2021-07-29,2021-09-30,NA
tri08481,2020-11-23,2020-11-23,2020-11-23,2020-11-23,Completed,TRUE,NCT04815057,2020-11-23,2020-11-23,2021-03-08,NA
tri08484,2022-01-01,NA,2022-01-01,2022-01-01,Recruiting,FALSE,NCT04818281,2022-01-01,2022-01-01,2022-03-01,NA
tri08487,2022-04-01,NA,2022-04-01,2022-04-01,Recruiting,FALSE,NCT04830761,2022-04-01,2022-04-01,2022-04-01,NA
tri08489,2022-04-01,NA,2022-04-01,2022-04-01,Not yet recruiting,FALSE,NCT04833088,2022-04-01,2022-04-01,2022-04-01,NA
tri08490,2022-05-01,NA,2022-05-01,2022-05-01,Not yet recruiting,FALSE,NCT04834089,2022-05-01,2022-05-01,2022-05-01,NA
tri08491,2022-08-01,NA,2022-08-01,2022-08-01,Not yet recruiting,FALSE,NCT04834128,2022-08-01,2022-11-01,2022-08-01,NA
tri08492,2021-03-28,2021-03-28,2021-03-28,2021-03-28,Recruiting,FALSE,NCT04834739,2021-03-28,2021-03-28,2021-04-30,NA
tri08494,2021-10-31,NA,2021-10-31,2021-10-31,"Active, not recruiting",FALSE,NCT04834856,2021-10-31,2021-08-20,2021-10-31,NA
tri08499,2021-08-24,NA,2021-08-24,2021-08-24,Recruiting,FALSE,NCT04836052,2021-08-24,2021-08-24,2021-12-24,NA
tri08501,2021-12-31,NA,2021-12-31,2021-12-31,Recruiting,FALSE,NCT04836260,2021-12-31,2021-12-31,2021-12-31,NA
tri08502,2021-07-08,NA,2021-07-08,2021-07-08,Not yet recruiting,FALSE,NCT04836299,2021-07-08,2021-07-08,2021-12-05,NA
tri08503,2023-12-30,NA,2023-12-30,2023-12-30,Recruiting,FALSE,NCT04836351,2023-12-30,2023-12-30,2023-12-30,NA
tri08505,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Not yet recruiting,FALSE,NCT04836780,2021-06-30,2022-03-30,2021-06-30,NA
tri08507,2021-06-01,2021-06-01,2021-06-01,2021-06-01,Recruiting,FALSE,NCT04838080,2021-06-01,2021-06-01,2021-10-20,NA
tri08511,2021-08-01,NA,2021-08-01,2021-08-01,Not yet recruiting,FALSE,NCT04838847,2021-08-01,2022-01-01,2022-06-01,NA
tri08514,2021-12-01,NA,2021-12-01,2021-12-01,Recruiting,FALSE,NCT04839315,2021-12-01,2022-05-01,2021-12-01,NA
tri08516,2021-03-08,2021-03-08,2021-03-08,2021-03-08,Completed,TRUE,NCT04840082,2021-03-08,2021-03-08,2021-03-08,NA
tri08517,2021-12-31,NA,2021-12-31,2021-12-31,Recruiting,FALSE,NCT04840459,2021-12-31,2022-12-31,2022-01-31,NA
tri08519,2022-04-15,NA,2022-04-15,2022-04-15,Not yet recruiting,FALSE,NCT04840992,2022-04-15,2022-04-15,2022-07-15,NA
tri08520,2020-08-25,2020-08-25,2020-08-25,2020-08-25,Completed,TRUE,NCT04841681,2020-08-25,2020-08-25,2020-08-26,NA
tri08521,2021-10-24,NA,2021-10-24,2021-10-24,Recruiting,FALSE,NCT04842708,2021-10-24,2021-12-24,2021-10-24,NA
tri08522,2021-06-27,2021-06-27,2021-06-27,2021-06-27,"Active, not recruiting",FALSE,NCT04842734,2021-06-27,2021-06-27,2021-06-27,NA
tri08524,NA,NA,NA,NA,NA,NA,ACTRN12621000420842,NA,NA,NA,NA
tri08525,2022-12-31,NA,2022-12-31,2022-12-31,Ongoing,FALSE,ISRCTN17472338,2022-12-31,2022-12-31,2022-12-31,NA
tri08526,2021-06-28,2021-06-28,2021-06-28,2021-06-28,Completed,TRUE,ISRCTN72605600,2021-06-28,2021-06-28,2021-06-28,NA
tri08528,2022-04-30,NA,2022-04-30,2022-04-30,Ongoing,FALSE,ISRCTN51046126,2022-04-30,2022-04-30,2022-04-30,NA
tri08531,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Completed,TRUE,ChiCTR2100042356,2020-06-30,2020-06-30,2020-06-30,NA
tri08535,2021-06-23,2021-06-23,2021-06-23,2021-06-23,"Active, not recruiting",FALSE,NCT04678830,2021-06-23,2021-06-05,2021-07-23,NA
tri08536,2021-12-31,NA,2021-12-31,2021-12-31,Recruiting,FALSE,NCT04685655,2021-12-31,2022-05-31,2022-12-31,NA
tri08537,2021-05-31,2021-05-31,2021-05-31,2021-05-31,Suspended,FALSE,NCT04711863,2021-05-31,2021-05-31,2021-07-31,NA
tri08540,2021-11-30,NA,2021-11-30,2021-11-30,Not yet recruiting,FALSE,NCT04743011,2021-11-30,2021-11-30,2021-12-31,NA
tri08541,2021-03-01,2021-03-01,2021-03-01,2021-03-01,Completed,TRUE,NCT04751474,2021-03-01,2021-03-01,2021-03-31,NA
tri08542,2022-06-01,NA,2022-06-01,2022-06-01,"Active, not recruiting",FALSE,NCT04773665,2022-06-01,2022-11-01,2022-06-01,NA
tri08544,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Recruiting,FALSE,NCT04800224,2021-06-30,2021-06-30,2021-07-30,NA
tri08546,2020-12-04,2020-12-04,2020-12-04,2020-12-04,Completed,TRUE,NCT04810728,2020-12-04,2020-12-04,2021-01-30,NA
tri08551,2021-12-31,NA,2021-12-31,2021-12-31,Not yet recruiting,FALSE,NCT04830774,2021-12-31,2021-12-31,2023-12-31,NA
tri08553,2022-03-01,NA,2022-03-01,2022-03-01,Recruiting,FALSE,NCT04834908,2022-03-01,2022-03-01,2022-09-01,NA
tri08555,2022-03-31,NA,2022-03-31,2022-03-31,Recruiting,FALSE,NCT04838795,2022-03-31,2022-03-31,2022-03-31,NA
tri08556,2021-12-20,NA,2021-12-20,2021-12-20,Recruiting,FALSE,NCT04839146,2021-12-20,2021-12-30,2021-12-20,NA
tri08561,2021-09-01,NA,2021-09-01,2021-09-01,Not yet recruiting,FALSE,NCT04844268,2021-09-01,2022-09-01,2022-07-01,NA
tri08562,2021-08-31,NA,2021-08-31,2021-08-31,Recruiting,FALSE,NCT04844346,2021-08-31,2022-01-11,2021-08-31,NA
tri08564,2022-04-12,NA,2022-04-12,2022-04-12,Not yet recruiting,FALSE,NCT04844554,2022-04-12,2022-04-12,2022-10-12,NA
tri08565,2021-12-31,NA,2021-12-31,2021-12-31,Recruiting,FALSE,NCT04844567,2021-12-31,2021-04-06,2021-12-31,NA
tri08567,2021-09-01,NA,2021-09-01,2021-09-01,Recruiting,FALSE,NCT04844658,2021-09-01,2021-10-29,2021-09-01,NA
tri08568,2020-11-15,2020-11-15,2020-11-15,2020-11-15,Completed,TRUE,NCT04844710,2020-11-15,2020-11-15,2020-11-20,NA
tri08570,2021-03-01,2021-03-01,2021-03-01,2021-03-01,Completed,TRUE,NCT04845880,2021-03-01,2021-03-01,2021-04-01,NA
tri08571,2021-04-30,2021-04-30,2021-04-30,2021-04-30,Recruiting,FALSE,NCT04845971,2021-04-30,2021-04-30,2021-06-30,NA
tri08574,2022-12-01,NA,2022-12-01,2022-12-01,Enrolling by invitation,FALSE,NCT04846790,2022-12-01,2022-12-01,2023-06-01,NA
tri08576,2021-10-13,NA,2021-10-13,2021-10-13,Recruiting,FALSE,NCT04847349,2021-10-13,2021-11-01,2022-10-01,NA
tri08577,2021-05-30,2021-05-30,2021-05-30,2021-05-30,Recruiting,FALSE,NCT04847362,2021-05-30,2021-11-22,2021-09-30,NA
tri08578,2021-07-20,NA,2021-07-20,2021-07-20,Not yet recruiting,FALSE,NCT04847375,2021-07-20,2021-07-20,2021-09-20,NA
tri08579,2022-01-01,NA,2022-01-01,2022-01-01,Not yet recruiting,FALSE,NCT04847518,2022-01-01,2022-01-01,2022-03-01,NA
tri08580,2021-12-31,NA,2021-12-31,2021-12-31,Recruiting,FALSE,NCT04847544,2021-12-31,2021-12-31,2021-12-31,NA
tri08582,2021-07-30,NA,2021-07-30,2021-07-30,Recruiting,FALSE,NCT04847661,2021-07-30,2021-07-30,2021-08-30,NA
tri08584,2022-01-31,NA,2022-01-31,2022-01-31,Recruiting,FALSE,NCT04847791,2022-01-31,2022-01-31,2022-12-31,NA
tri08591,2021-09-01,NA,2021-09-01,2021-09-01,Recruiting,FALSE,NCT04849598,2021-09-01,2021-08-27,2022-09-01,NA
tri08594,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Recruiting,FALSE,NCT04849637,2021-06-30,2022-04-09,2021-06-30,NA
tri08595,2021-06-13,2021-06-13,2021-06-13,2021-06-13,Recruiting,FALSE,NCT04849793,2021-06-13,2021-05-15,2021-12-13,NA
tri08597,2021-09-01,NA,2021-09-01,2021-09-01,Not yet recruiting,FALSE,NCT04852055,2021-09-01,2022-06-15,2021-12-01,NA
tri08600,2021-01-01,2021-01-01,2021-01-01,2021-01-01,Completed,TRUE,NCT04853901,2021-01-01,2021-01-01,2021-03-01,NA
tri08602,2022-04-17,NA,2022-04-17,2022-04-17,Recruiting,FALSE,NCT04853966,2022-04-17,2022-04-17,2022-04-18,NA
tri08604,2021-12-15,NA,2021-12-15,2021-12-15,Not yet recruiting,FALSE,ACTRN12621000468820,2021-12-15,2021-12-15,2021-12-15,NA
tri08607,2021-01-10,2021-01-10,2021-01-10,2021-01-10,Completed,TRUE,ISRCTN18304314,2021-01-10,2021-01-10,2021-01-10,2020-12-31
tri08608,NA,NA,NA,NA,NA,NA,EUCTR2020-005128-12,NA,NA,NA,NA
tri08609,NA,NA,NA,NA,NA,NA,EUCTR2020-005214-18,NA,NA,NA,NA
tri08610,NA,NA,NA,NA,NA,NA,EUCTR2021-000566-14,NA,NA,NA,NA
tri08611,NA,NA,NA,NA,NA,NA,EUCTR2020-006130-12,NA,NA,NA,NA
tri08613,NA,NA,NA,NA,NA,NA,EUCTR2020-006075-15,NA,NA,NA,NA
tri08615,NA,NA,NA,NA,NA,NA,EUCTR2021-001655-13,NA,NA,NA,NA
tri08616,NA,NA,NA,NA,NA,NA,EUCTR2021-001414-10,NA,NA,NA,NA
tri08617,NA,NA,NA,NA,NA,NA,EUCTR2021-001080-24,NA,2022-01-11,NA,NA
tri08618,NA,NA,NA,NA,NA,NA,EUCTR2021-000440-22,NA,NA,NA,NA
tri08619,NA,NA,NA,NA,NA,NA,EUCTR2021-001665-20,NA,NA,NA,NA
tri08620,NA,NA,NA,NA,NA,NA,EUCTR2021-000455-39,NA,NA,NA,NA
