id,date_completion_rcd_latest,date_completion_rcd_latest_pre_cutoff,date_completion_last_updated_exclude_missing_update_date,date_completion_last_updated_prefer_euctr,trial_status_last_updated_prefer_euctr,status_complete_last_updated_prefer_euctr,trn_ictrp_priority,date_completion_ictrp,date_completion_22_21_last_updated_prefer_euctr,date_completion_study_last_updated_prefer_euctr,date_completion_results
tri01444,2021-03-30,2021-03-30,2021-03-30,2021-03-30,Completed,TRUE,NCT04371367,2021-03-30,2021-03-30,2021-03-30,NA
tri01446,2020-10-22,2020-10-22,2020-10-22,2020-10-22,Recruiting,FALSE,NCT04371510,2020-10-22,2020-10-22,2021-02-22,NA
tri01448,2021-12-31,NA,2021-12-31,2021-12-31,"Active, not recruiting",FALSE,NCT04371601,2021-12-31,2021-12-31,2022-12-31,NA
tri01452,2020-10-23,2020-10-23,2020-10-23,2020-10-23,Completed,TRUE,NCT04371965,2020-10-23,2020-10-23,2020-10-23,NA
tri01453,2021-04-04,2021-04-04,2021-04-04,2021-04-04,Terminated,TRUE,NCT04371978,2021-04-04,2021-04-04,2021-05-04,NA
tri01458,2021-11-30,NA,2021-11-30,2021-11-30,Recruiting,FALSE,NCT04372602,2021-11-30,2022-02-05,2022-04-30,NA
tri01459,2021-10-22,NA,2021-10-22,2021-10-22,Recruiting,FALSE,NCT04372680,2021-10-22,2021-10-22,2021-10-22,NA
tri01465,2021-07-31,NA,2021-07-31,2021-07-31,"Active, not recruiting",FALSE,NCT04373291,2021-07-31,2021-07-31,2021-12-31,NA
tri01466,2022-02-01,NA,2022-02-01,2022-02-01,"Active, not recruiting",FALSE,NCT04373382,2022-02-01,2022-02-01,2022-02-01,NA
tri01468,2020-07-25,2020-07-25,2020-07-25,2020-07-25,Recruiting,FALSE,NCT04373824,2020-07-25,2020-07-25,2020-07-25,NA
tri01472,2020-09-30,2020-09-30,2020-09-30,2020-09-30,Completed,TRUE,NCT04374149,2020-09-30,2020-09-30,2020-12-01,NA
tri01475,2021-08-09,NA,2021-08-09,2021-08-09,"Active, not recruiting",FALSE,NCT04374487,2021-08-09,2021-08-09,2021-08-09,NA
tri01476,2021-05-05,2021-05-05,2021-05-05,2021-05-05,Recruiting,FALSE,NCT04374539,2021-05-05,2021-05-05,2021-08-29,NA
tri01479,2020-08-01,2020-08-01,2020-08-01,2020-08-01,Not yet recruiting,FALSE,NCT04374903,2020-08-01,2022-08-01,2020-09-01,NA
tri01481,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Recruiting,FALSE,NCT04375202,2021-06-30,2022-10-31,2021-10-31,NA
tri01482,2021-01-22,2021-01-22,2021-01-22,2021-01-22,Recruiting,FALSE,NCT04251871,2021-01-22,2021-01-22,2021-01-22,NA
tri01483,2020-09-10,2020-09-10,2020-08-30,2020-09-10,"['Ongoing', 'Completed', 'Completed', 'Completed', 'Completed']",TRUE,NCT04280705,2020-05-21,2020-09-10,2020-09-10,2020-05-17
tri01485,2020-04-27,2020-04-27,2020-04-27,2020-04-27,Terminated,TRUE,NCT04326790,2020-04-27,2020-04-27,2020-04-27,2020-05-18
tri01486,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Completed,TRUE,NCT04333225,2020-06-30,2020-06-30,2020-06-30,NA
tri01487,2020-08-20,2020-08-20,2020-08-20,2020-08-20,Terminated,TRUE,NCT04333355,2020-08-20,2020-08-20,2020-08-20,NA
tri01488,2022-01-11,NA,2022-01-11,2022-01-11,Completed,TRUE,NCT04333732,2021-08-01,2021-08-10,2022-01-11,NA
tri01489,2021-04-30,2021-04-30,2021-04-30,2021-04-30,"Active, not recruiting",FALSE,NCT04336332,2021-04-30,2022-06-30,2021-04-30,NA
tri01492,2020-12-15,2020-12-15,2020-12-15,2020-12-15,Terminated,TRUE,NCT04341441,2020-12-15,2020-12-15,2020-12-15,NA
tri01493,2020-05-08,2020-05-08,2020-05-08,2020-05-08,Suspended,FALSE,NCT04341870,2020-05-08,2020-05-08,2020-08-01,NA
tri01496,2021-02-03,2021-02-03,2021-02-03,2021-02-03,Completed,TRUE,NCT04343989,2021-02-03,2021-02-03,2021-03-12,NA
tri01497,2021-01-14,2021-01-14,2021-01-14,2021-01-14,Completed,TRUE,NCT04344041,2021-01-14,2021-01-14,2021-01-14,NA
tri01498,2021-07-30,NA,2021-07-30,2021-07-30,Not yet recruiting,FALSE,NCT04346082,2021-07-30,2021-07-30,2021-07-30,NA
tri01500,2021-01-13,2021-01-13,2020-10-05,2021-01-13,NA,FALSE,NCT04349098,2020-10-05,2021-01-13,2021-01-13,NA
tri01501,2021-06-01,2021-06-01,2021-06-01,2021-06-01,Recruiting,FALSE,NCT04351906,2021-06-01,2022-05-31,2021-10-01,NA
tri01504,2020-12-19,2020-12-19,2020-12-19,2020-12-19,Completed,TRUE,NCT04354610,2020-12-19,2020-12-19,2021-03-26,NA
tri01505,2021-08-31,NA,2021-08-31,2021-08-31,Recruiting,FALSE,NCT04355637,2021-08-31,2021-06-30,2021-08-31,NA
tri01508,2021-03-01,2021-03-01,2021-03-01,2021-03-01,Recruiting,FALSE,NCT04357990,2021-03-01,2021-03-01,2021-03-01,NA
tri01513,2021-05-01,2021-05-01,2021-05-01,2021-05-01,Not yet recruiting,FALSE,NCT04363216,2021-05-01,2021-05-01,2021-05-01,NA
tri01514,2020-05-31,2020-05-31,2020-05-31,2020-05-31,Recruiting,FALSE,NCT04363437,2020-05-31,2020-07-31,2020-06-14,NA
tri01515,2020-11-16,2020-11-16,2020-11-16,2020-11-16,Completed,TRUE,NCT04363593,2020-11-16,2020-11-16,2020-11-16,NA
tri01520,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Not yet recruiting,FALSE,NCT04370015,2020-06-30,2020-06-30,2020-10-15,NA
tri01524,2021-05-01,2021-05-01,2021-05-01,2021-05-01,Recruiting,FALSE,NCT04372004,2021-05-01,2021-05-01,2021-06-01,NA
tri01527,2022-05-01,NA,2022-05-01,2022-05-01,Recruiting,FALSE,NCT04374019,2022-05-01,2020-12-21,2022-05-01,NA
tri01528,2020-10-07,2020-10-07,2020-10-07,2020-10-07,Completed,TRUE,NCT04374032,2020-10-07,2020-10-07,2020-11-03,NA
tri01536,2022-01-30,2021-03-31,2021-03-31,2021-03-31,Terminated,TRUE,NCT04374942,2021-03-31,2020-10-07,2021-03-31,NA
tri01543,2021-11-01,NA,2021-11-01,2021-11-01,Enrolling by invitation,FALSE,NCT04376593,2021-11-01,2022-06-01,2022-05-01,NA
tri01545,2020-07-01,2020-07-01,2020-07-01,2020-07-01,Recruiting,FALSE,NCT04376788,2020-07-01,2020-07-01,2020-09-01,NA
tri01552,2021-04-20,2021-04-20,2021-04-20,2021-04-20,Recruiting,FALSE,NCT04377308,2021-04-20,2021-04-20,2021-10-20,NA
tri01556,2021-08-10,NA,2021-08-10,2021-08-10,Recruiting,FALSE,NCT04377477,2021-08-10,2021-08-10,2022-08-30,NA
tri01557,2020-08-01,2020-08-01,2020-08-01,2020-08-01,Not yet recruiting,FALSE,NCT04377503,2020-08-01,2020-08-31,2020-11-01,NA
tri01559,2020-05-24,2020-05-24,2020-05-24,2020-05-24,Not yet recruiting,FALSE,NCT04377646,2020-05-24,2020-05-24,2020-07-31,NA
tri01560,2020-04-29,2020-04-29,2020-04-29,2020-04-29,Recruiting,FALSE,NCT04377750,2020-04-29,2020-04-29,2021-05-08,NA
tri01562,2020-11-16,2020-11-16,2020-11-16,2020-11-16,Not yet recruiting,FALSE,NCT04377802,2020-11-16,2020-11-16,2020-12-30,NA
tri01564,2021-01-01,2021-01-01,2021-01-01,2021-01-01,Not yet recruiting,FALSE,NCT04377997,2021-01-01,2022-06-01,2022-01-01,NA
tri01565,2022-01-12,NA,2022-01-12,2022-01-12,Not yet recruiting,FALSE,NCT04378244,2022-01-12,2022-01-12,2022-03-12,NA
tri01566,2020-09-30,2020-09-30,2020-09-30,2020-09-30,Not yet recruiting,FALSE,NCT04378257,2020-09-30,2020-09-30,2020-10-20,NA
tri01571,2020-09-01,2020-09-01,2020-09-01,2020-09-01,Completed,TRUE,NCT04379037,2020-09-01,2020-09-01,2020-11-01,NA
tri01577,2021-04-28,2021-04-28,2021-04-28,2021-04-28,Recruiting,FALSE,NCT04379336,2021-04-28,2022-01-02,2021-04-28,NA
tri01580,2020-08-01,2020-08-01,2020-08-01,2020-08-01,Not yet recruiting,FALSE,NCT04379479,2020-08-01,2020-08-01,2020-12-01,NA
tri01581,2021-09-04,NA,2021-09-04,2021-09-04,Recruiting,FALSE,NCT04379518,2021-09-04,2023-11-17,2022-04-06,NA
tri01582,2020-07-07,2020-07-07,2020-07-07,2020-07-07,Completed,TRUE,NCT04379661,2020-07-07,2020-07-07,2020-08-31,NA
tri01583,2020-07-10,2020-07-10,2020-07-10,2020-07-10,Completed,TRUE,NCT04380519,2020-07-10,2020-07-10,2020-07-24,NA
tri01585,NA,NA,NA,NA,NA,NA,NCT04380948,NA,NA,NA,NA
tri01590,2022-04-30,NA,2022-04-30,2022-04-30,Not yet recruiting,FALSE,ChiCTR2000033003,2022-04-30,2022-04-30,2022-04-30,NA
tri01591,2021-05-08,2021-05-08,2021-05-08,2021-05-08,Recruiting,FALSE,ChiCTR2000032919,2021-05-08,2021-05-08,2021-05-08,NA
tri01592,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,ChiCTR2000032915,2020-12-31,2020-12-31,2020-12-31,NA
tri01596,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,ChiCTR2000030262,2020-12-31,2020-12-31,2020-12-31,2020-06-04
tri01597,2020-08-01,2020-08-01,2020-08-01,2020-08-01,Recruiting,FALSE,ChiCTR2000029638,2020-08-01,2020-08-01,2020-08-01,2020-05-03
tri01598,2021-02-05,2021-02-05,2021-02-05,2021-02-05,Recruiting,FALSE,ChiCTR2000029605,2021-02-05,2021-02-05,2021-02-05,2020-03-18
tri01601,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Recruiting,FALSE,ACTRN12620000557932,2021-06-30,2023-03-31,2021-06-30,NA
tri01602,2023-06-30,NA,2023-06-30,2023-06-30,Not yet recruiting,FALSE,ACTRN12620000566932,2023-06-30,2023-06-30,2023-06-30,NA
tri01603,NA,NA,NA,NA,NA,NA,IRCT20200314046764N1,NA,NA,NA,NA
tri01604,NA,NA,NA,NA,NA,NA,IRCT20150303021315N17,NA,NA,NA,NA
tri01605,NA,NA,NA,NA,NA,NA,IRCT20200312046749N1,NA,NA,NA,NA
tri01606,NA,NA,NA,NA,NA,NA,IRCT20190727044343N2,NA,NA,NA,NA
tri01607,NA,NA,NA,NA,NA,NA,IRCT20171122037571N2,NA,NA,NA,NA
tri01608,NA,NA,NA,NA,NA,NA,IRCT20200324046850N2,NA,NA,NA,NA
tri01609,NA,NA,NA,NA,NA,NA,IRCT20200323046841N1,NA,NA,NA,NA
tri01610,NA,NA,NA,NA,NA,NA,IRCT20200322046833N1,NA,NA,NA,NA
tri01611,2020-03-24,2020-03-24,2020-03-24,2020-03-24,Recruitment complete,FALSE,IRCT20160131026298N2,2020-03-24,2020-03-24,2020-03-24,NA
tri01612,NA,NA,NA,NA,NA,NA,IRCT20190804044429N1,NA,NA,NA,NA
tri01613,NA,NA,NA,NA,NA,NA,IRCT20160313027033N2,NA,NA,NA,NA
tri01614,2020-11-15,2020-11-15,2020-11-15,2020-11-15,Recruitment complete,FALSE,IRCT20200204046369N1,2020-11-15,2020-11-15,2020-11-15,2020-11-29
tri01615,NA,NA,NA,NA,NA,NA,IRCT20180712040449N2,NA,NA,NA,NA
tri01616,NA,NA,NA,NA,NA,NA,IRCT20130812014333N145,NA,NA,NA,NA
tri01617,NA,NA,NA,NA,NA,NA,IRCT20200325046859N1,NA,NA,NA,NA
tri01618,NA,NA,NA,NA,NA,NA,IRCT20161204031229N3,NA,NA,NA,NA
tri01619,NA,NA,NA,NA,NA,NA,IRCT20151228025732N51,NA,NA,NA,NA
tri01620,NA,NA,NA,NA,NA,NA,IRCT20130917014693N10,NA,NA,NA,NA
tri01621,NA,NA,NA,NA,NA,NA,IRCT20180610040049N4,NA,NA,NA,NA
tri01622,NA,NA,NA,NA,NA,NA,IRCT20130812014333N147,NA,NA,NA,NA
tri01623,NA,NA,NA,NA,NA,NA,IRCT20081019001369N2,NA,NA,NA,NA
tri01624,NA,NA,NA,NA,NA,NA,IRCT20200402046923N1,NA,NA,NA,NA
tri01625,2020-05-04,2020-05-04,2020-05-04,2020-05-04,Recruitment complete,FALSE,IRCT20200328046886N1,2020-05-04,2020-05-04,2020-05-04,NA
tri01626,NA,NA,NA,NA,NA,NA,IRCT20131215015805N2,NA,NA,NA,NA
tri01627,NA,NA,NA,NA,NA,NA,IRCT20200404046933N1,NA,NA,NA,NA
tri01628,NA,NA,NA,NA,NA,NA,IRCT20200404046937N1,NA,NA,NA,NA
tri01629,NA,NA,NA,NA,NA,NA,IRCT20080901001157N16,NA,NA,NA,NA
tri01630,NA,NA,NA,NA,NA,NA,IRCT20200404046934N1,NA,NA,NA,NA
tri01631,NA,NA,NA,NA,NA,NA,IRCT20200403046926N1,NA,NA,NA,NA
tri01632,NA,NA,NA,NA,NA,NA,IRCT20151228025732N53,NA,NA,NA,NA
tri01634,2020-07-31,2020-07-31,2020-07-31,2020-07-31,Recruitment complete,FALSE,IRCT20180429039463N2,2020-07-31,2020-07-31,2020-07-31,NA
tri01635,NA,NA,NA,NA,NA,NA,IRCT20200404046935N1,NA,NA,NA,NA
tri01636,NA,NA,NA,NA,NA,NA,IRCT20151227025726N14,NA,NA,NA,NA
tri01637,NA,NA,NA,NA,NA,NA,IRCT20200405046958N1,NA,NA,NA,NA
tri01638,NA,NA,NA,NA,NA,NA,IRCT20200406046965N1,NA,NA,NA,NA
tri01639,NA,NA,NA,NA,NA,NA,IRCT20200405046960N1,NA,NA,NA,NA
tri01640,NA,NA,NA,NA,NA,NA,IRCT20200318046812N2,NA,NA,NA,NA
tri01641,NA,NA,NA,NA,NA,NA,IRCT20200317046797N4,NA,NA,NA,NA
tri01642,NA,NA,NA,NA,NA,NA,IRCT20200404046948N1,NA,NA,NA,NA
tri01643,NA,NA,NA,NA,NA,NA,IRCT20180520039738N2,NA,NA,NA,NA
tri01644,NA,NA,NA,NA,NA,NA,IRCT20081019001369N4,NA,NA,NA,NA
tri01645,NA,NA,NA,NA,NA,NA,IRCT20081019001369N3,NA,NA,NA,NA
tri01646,NA,NA,NA,NA,NA,NA,IRCT20200408046992N1,NA,NA,NA,NA
tri01647,NA,NA,NA,NA,NA,NA,IRCT20200408046987N1,NA,NA,NA,NA
tri01648,2020-04-13,2020-04-13,2020-04-13,2020-04-13,Recruitment complete,FALSE,IRCT20180129038542N1,2020-04-13,2020-04-13,2020-04-13,NA
tri01649,NA,NA,NA,NA,NA,NA,IRCT20200317046797N3,NA,NA,NA,NA
tri01650,NA,NA,NA,NA,NA,NA,IRCT20200317046797N5,NA,NA,NA,NA
tri01651,2020-06-01,2020-06-01,2020-06-01,2020-06-01,Recruitment complete,FALSE,IRCT20200404046937N2,2020-06-01,2020-06-01,2020-06-01,NA
tri01652,NA,NA,NA,NA,NA,NA,IRCT20180923041093N5,NA,NA,NA,NA
tri01653,NA,NA,NA,NA,NA,NA,IRCT20160131026298N3,NA,NA,NA,NA
tri01654,NA,NA,NA,NA,NA,NA,IRCT20200406046968N1,NA,NA,NA,NA
tri01655,NA,NA,NA,NA,NA,NA,IRCT20150808023559N20,NA,NA,NA,NA
tri01656,NA,NA,NA,NA,NA,NA,IRCT20130616013690N7,NA,NA,NA,NA
tri01657,NA,NA,NA,NA,NA,NA,IRCT20200410047009N1,NA,NA,NA,NA
tri01658,2020-06-27,2020-06-27,2020-06-27,2020-06-27,Recruitment complete,FALSE,IRCT20200409047007N1,2020-06-27,2020-06-27,2020-06-27,2020-06-27
tri01659,NA,NA,NA,NA,NA,NA,IRCT20200408046990N1,NA,NA,NA,NA
tri01660,NA,NA,NA,NA,NA,NA,IRCT20200411047025N1,NA,NA,NA,NA
tri01661,NA,NA,NA,NA,NA,NA,IRCT20080901001165N46,NA,NA,NA,NA
tri01662,NA,NA,NA,NA,NA,NA,IRCT20200406046963N1,NA,NA,NA,NA
tri01663,NA,NA,NA,NA,NA,NA,IRCT20190122042450N4,NA,NA,NA,NA
tri01664,NA,NA,NA,NA,NA,NA,IRCT20200411047030N1,NA,NA,NA,NA
tri01665,NA,NA,NA,NA,NA,NA,IRCT20200406046968N2,NA,NA,NA,NA
tri01666,NA,NA,NA,NA,NA,NA,IRCT20200413047053N1,NA,NA,NA,NA
tri01667,NA,NA,NA,NA,NA,NA,IRCT20081019001369N5,NA,NA,NA,NA
tri01668,NA,NA,NA,NA,NA,NA,IRCT20200408046988N1,NA,NA,NA,NA
tri01669,NA,NA,NA,NA,NA,NA,IRCT20200413047062N1,NA,NA,NA,NA
tri01670,NA,NA,NA,NA,NA,NA,IRCT20191125045492N2,NA,NA,NA,NA
tri01671,NA,NA,NA,NA,NA,NA,IRCT20200406046968N3,NA,NA,NA,NA
tri01672,NA,NA,NA,NA,NA,NA,IRCT20200413047063N1,NA,NA,NA,NA
tri01673,NA,NA,NA,NA,NA,NA,IRCT20200413047052N1,NA,NA,NA,NA
tri01675,NA,NA,NA,NA,NA,NA,IRCT20200414047070N1,NA,NA,NA,NA
tri01676,NA,NA,NA,NA,NA,NA,IRCT20170210032478N3,NA,NA,NA,NA
tri01677,NA,NA,NA,NA,NA,NA,IRCT20200415047082N1,NA,NA,NA,NA
tri01678,NA,NA,NA,NA,NA,NA,IRCT20200413047056N1,NA,NA,NA,NA
tri01679,NA,NA,NA,NA,NA,NA,IRCT20200418047116N1,NA,NA,NA,NA
tri01680,NA,NA,NA,NA,NA,NA,IRCT20200415047089N1,NA,NA,NA,NA
tri01681,NA,NA,NA,NA,NA,NA,IRCT20200415047092N1,NA,NA,NA,NA
tri01682,NA,NA,NA,NA,NA,NA,IRCT20200416047104N1,NA,NA,NA,NA
tri01683,NA,NA,NA,NA,NA,NA,IRCT20200417047113N1,NA,NA,NA,NA
tri01684,NA,NA,NA,NA,NA,NA,IRCT20200416047099N1,NA,NA,NA,NA
tri01685,NA,NA,NA,NA,NA,NA,IRCT20200418047122N1,NA,NA,NA,NA
tri01686,NA,NA,NA,NA,NA,NA,IRCT20200418047121N2,NA,NA,NA,NA
tri01687,2020-08-30,2020-08-30,2020-08-30,2020-08-30,Recruitment complete,FALSE,IRCT20140407017169N2,2020-08-30,2020-08-30,2020-08-30,NA
tri01688,NA,NA,NA,NA,NA,NA,IRCT20200329046892N1,NA,NA,NA,NA
tri01689,NA,NA,NA,NA,NA,NA,IRCT20080901001165N48,NA,NA,NA,NA
tri01690,NA,NA,NA,NA,NA,NA,IRCT20151222025660N2,NA,NA,NA,NA
tri01691,NA,NA,NA,NA,NA,NA,IRCT20200420047147N1,NA,NA,NA,NA
tri01692,NA,NA,NA,NA,NA,NA,IRCT20200421047155N1,NA,NA,NA,NA
tri01693,NA,NA,NA,NA,NA,NA,IRCT20080901001165N49,NA,NA,NA,NA
tri01694,NA,NA,NA,NA,NA,NA,IRCT20200422047168N1,NA,NA,NA,NA
tri01695,NA,NA,NA,NA,NA,NA,IRCT20200408046990N2,NA,NA,NA,NA
tri01696,NA,NA,NA,NA,NA,NA,IRCT20180114038350N3,NA,NA,NA,NA
tri01697,NA,NA,NA,NA,NA,NA,IRCT20200426047206N1,NA,NA,NA,NA
tri01698,NA,NA,NA,NA,NA,NA,IRCT20120215009014N353,NA,NA,NA,NA
tri01699,NA,NA,NA,NA,NA,NA,IRCT20140305016852N4,NA,NA,NA,NA
tri01700,NA,NA,NA,NA,NA,NA,IRCT20180425039414N2,NA,NA,NA,NA
tri01701,NA,NA,NA,NA,NA,NA,IRCT20200427047215N1,NA,NA,NA,NA
tri01702,NA,NA,NA,NA,NA,NA,IRCT20121216011763N46,NA,NA,NA,NA
tri01703,NA,NA,NA,NA,NA,NA,IRCT20200426047212N1,NA,NA,NA,NA
tri01704,NA,NA,NA,NA,NA,NA,IRCT20080901001165N50,NA,NA,NA,NA
tri01705,NA,NA,NA,NA,NA,NA,IRCT20080901001165N51,NA,NA,NA,NA
tri01706,NA,NA,NA,NA,NA,NA,IRCT20200418047121N1,NA,NA,NA,NA
tri01707,NA,NA,NA,NA,NA,NA,IRCT20150808023559N21,NA,NA,NA,NA
tri01708,NA,NA,NA,NA,NA,NA,IRCT20200501047258N1,NA,NA,NA,NA
tri01709,NA,NA,NA,NA,NA,NA,IRCT20131129015584N2,NA,NA,NA,NA
tri01710,NA,NA,NA,NA,NA,NA,IRCT20080901001165N52,NA,NA,NA,NA
tri01711,NA,NA,NA,NA,NA,NA,IRCT20160706028815N5,NA,NA,NA,NA
tri01712,NA,NA,NA,NA,NA,NA,IRCT20171213037866N2,NA,NA,NA,NA
tri01713,NA,NA,NA,NA,NA,NA,IRCT20200326046868N1,NA,NA,NA,NA
tri01714,NA,NA,NA,NA,NA,NA,IRCT20200508047346N1,NA,NA,NA,NA
tri01715,NA,NA,NA,NA,NA,NA,IRCT20120215009014N354,NA,NA,NA,NA
tri01717,2021-03-31,2021-03-31,2021-03-31,2021-03-31,Not yet recruiting,FALSE,KCT0005003,2021-03-31,2021-03-31,2021-04-21,NA
tri01722,2021-04-23,2021-04-23,2021-04-23,2021-04-23,Completed,TRUE,JPRN-UMIN000040235,2021-04-23,2021-04-23,2021-04-23,NA
tri01729,2025-03-31,NA,2025-03-31,2025-03-31,Enrolling by invitation,FALSE,JPRN-UMIN000040401,2025-03-31,2025-03-31,2025-03-31,NA
tri01730,NA,NA,NA,NA,NA,NA,CTRI/2020/03/024402,NA,NA,NA,NA
tri01734,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024479,NA,NA,NA,NA
tri01736,2020-05-28,2020-05-28,2020-05-28,2020-05-28,Completed,TRUE,CTRI/2020/04/024659,2020-05-28,2020-05-28,2020-05-28,NA
tri01738,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024731,NA,NA,NA,NA
tri01739,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024729,NA,NA,NA,NA
tri01742,2020-08-10,2020-08-10,2020-08-10,2020-08-10,Completed,TRUE,CTRI/2020/04/024775,2020-08-10,2020-08-10,2020-08-10,2020-08-11
tri01743,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024749,NA,NA,NA,NA
tri01744,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024806,NA,NA,NA,NA
tri01745,2020-10-23,2020-10-23,2020-10-23,2020-10-23,Completed,TRUE,CTRI/2020/04/024804,2020-10-23,2020-10-23,2020-10-23,NA
tri01746,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024776,NA,NA,NA,NA
tri01749,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024833,NA,NA,NA,NA
tri01751,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024857,NA,NA,NA,NA
tri01753,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024858,NA,NA,NA,NA
tri01754,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024882,NA,NA,NA,NA
tri01755,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024904,NA,NA,NA,NA
tri01756,2020-08-24,2020-08-24,2020-08-24,2020-08-24,Completed,TRUE,CTRI/2020/04/024883,2020-08-24,2020-08-24,2020-08-24,NA
tri01758,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024915,NA,NA,NA,NA
tri01759,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024948,NA,NA,NA,NA
tri01760,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024949,NA,NA,NA,NA
tri01761,NA,NA,NA,NA,NA,NA,CTRI/2020/04/024947,NA,NA,NA,NA
tri01762,NA,NA,NA,NA,NA,NA,CTRI/2020/05/024967,NA,NA,NA,NA
tri01764,NA,NA,NA,NA,NA,NA,CTRI/2020/05/024969,NA,NA,NA,NA
tri01765,NA,NA,NA,NA,NA,NA,CTRI/2020/05/024962,NA,NA,NA,NA
tri01766,2020-10-15,2020-10-15,2020-10-15,2020-10-15,Completed,TRUE,CTRI/2020/05/024981,2020-10-15,2020-10-15,2020-10-15,NA
tri01768,NA,NA,NA,NA,NA,NA,CTRI/2020/05/024983,NA,NA,NA,NA
tri01772,NA,NA,NA,NA,NA,NA,CTRI/2020/05/024986,NA,NA,NA,NA
tri01773,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025013,NA,NA,NA,NA
tri01774,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025022,NA,NA,NA,NA
tri01775,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025067,NA,NA,NA,NA
tri01777,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025049,NA,NA,NA,NA
tri01778,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025069,NA,NA,NA,NA
tri01780,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025068,NA,NA,NA,NA
tri01781,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025071,NA,NA,NA,NA
tri01782,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025088,NA,NA,NA,NA
tri01784,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025093,NA,NA,NA,NA
tri01787,2020-06-15,2020-06-15,2020-06-15,2020-06-15,Completed,TRUE,CTRI/2020/05/025114,2020-06-15,2020-06-15,2020-06-15,2020-07-03
tri01788,2020-11-01,2020-11-01,2020-11-01,2020-11-01,Completed,TRUE,CTRI/2020/05/025156,2020-11-01,2020-11-01,2020-11-01,NA
tri01789,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025162,NA,NA,NA,NA
tri01790,2020-06-15,2020-06-15,2020-06-15,2020-06-15,Completed,TRUE,CTRI/2020/05/025161,2020-06-15,2020-06-15,2020-06-15,NA
tri01791,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025166,NA,NA,NA,NA
tri01792,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025178,NA,NA,NA,NA
tri01793,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025167,NA,NA,NA,NA
tri01794,NA,NA,NA,NA,NA,NA,CTRI/2020/05/025171,NA,NA,NA,NA
tri01795,2020-04-15,2020-04-15,2020-04-15,2020-04-15,Completed,TRUE,NCT04273321,2020-04-15,2020-04-15,2020-04-15,2020-04-14
tri01796,2022-12-01,NA,2022-12-01,2022-12-01,Suspended,FALSE,NCT04278963,2022-12-01,2022-12-01,2023-05-01,NA
tri01797,2022-12-01,NA,2022-12-01,2022-12-01,Suspended,FALSE,NCT04310865,2022-12-01,2022-12-01,2023-04-01,NA
tri01798,2021-02-02,2021-02-02,2021-02-02,2021-02-02,Terminated,TRUE,NCT04322396,2021-02-02,2022-01-16,2021-02-02,2021-01-04
tri01799,2023-06-01,NA,2023-06-01,2023-06-01,Recruiting,FALSE,NCT04334512,2023-06-01,2023-06-01,2024-09-01,NA
tri01800,2021-12-01,NA,2021-12-01,2021-12-01,Recruiting,FALSE,NCT04335084,2021-12-01,2024-12-01,2021-12-01,NA
tri01802,2020-10-12,2020-10-12,2020-10-12,2020-10-12,NA,FALSE,EUCTR2020-001512-26,2020-10-12,2020-10-12,2020-10-12,NA
tri01803,2020-06-02,2020-06-02,2020-06-02,2020-06-02,Completed,TRUE,NCT04344015,2020-06-02,2020-06-02,2020-06-02,NA
tri01804,2021-06-01,2021-06-01,2021-06-01,2021-06-01,Recruiting,FALSE,NCT04346147,2021-06-01,2021-06-02,2021-09-01,NA
tri01805,2020-11-17,2020-11-17,2020-11-17,2020-11-17,NA,FALSE,NCT04346199,2020-11-17,2020-11-17,2020-11-17,NA
