id,date_cutoff,date_completion,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any
tri00574,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri00582,2021-07-01,2020-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,427,427,427,427,427
tri00585,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri00588,2021-07-01,2020-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,396,396,396,396,396
tri00590,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri00593,2021-07-01,2020-05-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,417,417,417,417,417
tri00594,2021-07-01,2020-04-16,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441
tri00596,2021-07-01,2020-03-10,TRUE,FALSE,TRUE,FALSE,TRUE,2020-05-26,NA,2020-05-26,NA,2020-05-26,77,478,77,478,77
tri00598,2021-07-01,2020-12-31,TRUE,TRUE,TRUE,FALSE,TRUE,2021-01-26,2021-07-17,2021-01-26,NA,2021-01-26,26,198,26,182,26
tri00601,2021-07-01,2020-08-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,304,304,304,304,304
tri00606,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri00609,2021-07-01,2020-06-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,371,371,371,371,371
tri00610,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri00612,2021-07-01,2020-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,487,487,487,487,487
tri00613,2021-07-01,2021-03-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,110,110,110,110,110
tri00623,2021-07-01,2020-06-17,TRUE,TRUE,TRUE,FALSE,TRUE,2020-05-11,2020-11-06,2020-05-11,NA,2020-05-11,-37,142,-37,379,-37
tri00632,2021-07-01,2020-07-17,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349
tri00635,2021-07-01,2020-12-02,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-29,2020-08-18,2020-04-29,NA,2020-04-29,-217,-106,-217,211,-217
tri00650,2021-07-01,2020-06-30,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-18,2021-06-18,NA,NA,2021-06-18,353,353,366,366,353
tri00654,2021-07-01,2020-04-05,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-29,2021-02-05,2020-07-29,NA,2020-07-29,115,306,115,452,115
tri00656,2021-07-01,2020-05-01,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-17,2021-04-28,2020-04-17,NA,2020-04-17,-14,362,-14,426,-14
tri00663,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri00666,2021-07-01,2020-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,407,407,407,407,407
tri00668,2021-07-01,2020-05-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,399,399,399,399,399
tri00675,2021-07-01,2021-04-16,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,76,76,76,76,76
tri00677,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri00679,2021-07-01,2020-12-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,183,183,183,183,183
tri00685,2021-07-01,2021-06-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,11,11,11,11,11
tri00692,2021-07-01,2021-04-09,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-25,2021-02-25,NA,NA,2021-02-25,-43,-43,83,83,-43
tri00705,2021-07-01,2021-02-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,123,123,123,123,123
tri00712,2021-07-01,2021-02-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,123,123,123,123,123
tri00722,2021-07-01,2020-08-07,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,328,328,328,328,328
tri00728,2021-07-01,2020-06-03,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,393,393,393,393,393
tri00731,2021-07-01,2020-08-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-21,2020-06-21,NA,NA,2020-06-21,-71,-71,304,304,-71
tri00732,2021-07-01,2020-02-25,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-25,2020-05-25,NA,NA,2020-05-25,90,90,492,492,90
tri00735,2021-07-01,2020-03-19,TRUE,TRUE,TRUE,FALSE,TRUE,2020-03-24,2020-11-25,2020-03-24,NA,2020-03-24,5,251,5,469,5
tri00738,2021-07-01,2020-05-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-30,2020-09-30,NA,NA,2020-09-30,122,122,396,396,122
tri00739,2021-07-01,2020-04-09,TRUE,FALSE,TRUE,FALSE,TRUE,2020-07-22,NA,2020-07-22,NA,2020-07-22,104,448,104,448,104
tri00744,2021-07-01,2020-10-09,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,265,265,265,265,265
tri00745,2021-07-01,2020-11-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,230,230,230,230,230
tri00748,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri00753,2021-07-01,2020-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,437,437,437,437,437
tri00755,2021-07-01,2021-01-05,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,177,177,177,177,177
tri00756,2021-07-01,2020-06-25,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-04-13,371,371,371,371,292
tri00757,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri00759,2021-07-01,2021-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,93,93,93,93,93
tri00762,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri00763,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri00766,2021-07-01,2020-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,335,335,335,335,335
tri00767,2021-07-01,2020-02-21,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,496,496,496,496,496
tri00770,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri00776,2021-07-01,2020-06-02,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-18,2020-11-18,NA,NA,2020-11-18,169,169,394,394,169
tri00781,2021-07-01,2020-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,303,303,303,303,303
tri00782,2021-07-01,2020-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,423,423,423,423,423
tri00787,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri00789,2021-07-01,2020-06-29,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-14,2021-06-14,NA,NA,2021-06-14,350,350,367,367,350
tri00791,2021-07-01,2021-06-10,TRUE,TRUE,TRUE,FALSE,TRUE,2021-05-05,2021-07-06,2021-05-05,NA,2021-05-05,-36,26,-36,21,-36
tri00798,2021-07-01,2021-02-26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,125,125,125,125,125
tri00801,2021-07-01,2021-04-10,TRUE,FALSE,TRUE,FALSE,TRUE,2021-07-23,NA,2021-07-23,NA,2021-07-23,104,82,104,82,104
tri00807,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri00808,2021-07-01,2021-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,62,62,62,62,62
tri00812,2021-07-01,2020-07-31,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-28,2021-03-28,NA,NA,2021-03-28,240,240,335,335,240
tri00816,2021-07-01,2020-05-17,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410
tri00820,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri00822,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri00829,2021-07-01,2020-12-01,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-16,2020-05-16,NA,NA,2020-05-16,-199,-199,212,212,-199
tri00830,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri00834,2021-07-01,2021-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,122,122,122,122,122
tri00836,2021-07-01,2020-06-08,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,388,388,388,388,388
tri00842,2021-07-01,2020-06-26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,370,370,370,370,370
tri00862,2021-07-01,2020-04-09,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-30,2020-06-30,NA,NA,2020-06-30,82,82,448,448,82
tri00877,2021-07-01,2020-04-29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,428,428,428,428,428
tri00884,2021-07-01,2020-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,260,260,260,260,260
tri00892,2021-07-01,2020-12-01,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-14,2020-08-27,2020-07-14,NA,2020-07-14,-140,-96,-140,212,-140
tri00893,2021-07-01,2020-04-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,447,447,447,447,447
tri00894,2021-07-01,2020-03-30,TRUE,TRUE,FALSE,FALSE,TRUE,2020-04-29,2020-04-29,NA,NA,2020-04-29,30,30,458,458,30
tri00895,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri00896,2021-07-01,2020-03-30,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-10,2020-05-10,NA,NA,2020-05-10,41,41,458,458,41
tri00900,2021-07-01,2020-07-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-05,NA,2021-02-05,NA,2021-02-05,219,365,219,365,219
tri00901,2021-07-01,2020-12-31,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-16,NA,2021-05-16,NA,2021-05-16,136,182,136,182,136
tri00902,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-10-01,366,366,366,366,93
tri00904,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri00906,2021-07-01,2020-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,198,198,198,198,198
tri00908,2021-07-01,2021-03-27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,96,96,96,96,96
tri00912,2021-07-01,2020-06-19,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,377,377,377,377,377
tri00913,2021-07-01,2020-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,198,198,198,198,198
tri00914,2021-07-01,2020-08-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-29,2021-07-29,NA,NA,2021-07-29,362,362,334,334,362
tri00916,2021-07-01,2020-05-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,407,407,407,407,407
tri00917,2021-07-01,2021-04-26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,66,66,66,66,66
tri00920,2021-07-01,2020-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,303,303,303,303,303
tri00921,2021-07-01,2021-04-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,80,80,80,80,80
tri00931,2021-07-01,2020-05-10,TRUE,TRUE,FALSE,FALSE,TRUE,2021-01-22,2021-01-22,NA,NA,2021-01-22,257,257,417,417,257
tri00933,2021-07-01,2021-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,91,91,91,91,91
tri00935,2021-07-01,2020-05-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,413,413,413,413,413
tri00937,2021-07-01,2020-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,335,335,335,335,335
tri00938,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri00944,2021-07-01,2020-09-30,TRUE,FALSE,TRUE,FALSE,TRUE,2021-04-29,NA,2021-04-29,NA,2021-04-29,211,274,211,274,211
tri00949,2021-07-01,2021-04-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,82,82,82,82,82
tri00950,2021-07-01,2021-01-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-01,2021-07-01,NA,NA,2021-07-01,181,181,181,181,181
tri00953,2021-07-01,2020-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,335,335,335,335,335
tri00954,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri00960,2021-07-01,2020-10-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243
tri00962,2021-07-01,2021-02-05,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-09-29,146,146,146,146,-129
tri00966,2021-07-01,2020-07-21,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,345,345,345,345,345
tri00975,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri00985,2021-07-01,2021-06-11,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,20,20,20,20,20
tri00986,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri00988,2021-07-01,2021-04-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,77,77,77,77,77
tri00992,2021-07-01,2020-11-11,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,232,232,232,232,232
tri00993,2021-07-01,2020-05-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,414,414,414,414,414
tri00995,2021-07-01,2020-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,273,273,273,273,273
tri00996,2021-07-01,2021-01-07,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-28,2021-03-28,NA,NA,2021-03-28,80,80,175,175,80
tri00997,2021-07-01,2020-09-14,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-08,2021-02-08,NA,NA,2020-10-30,147,147,290,290,46
tri01002,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri01003,2021-07-01,2020-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,437,437,437,437,437
tri01004,2021-07-01,2020-04-22,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-10,2021-07-10,NA,NA,2021-07-10,444,444,435,435,444
tri01005,2021-07-01,2020-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,273,273,273,273,273
tri01006,2021-07-01,2020-12-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-01-25,2021-01-25,NA,NA,2021-01-25,55,55,212,212,55
tri01010,2021-07-01,2020-06-01,TRUE,FALSE,TRUE,FALSE,TRUE,2020-10-05,NA,2020-10-05,NA,2020-10-05,126,395,126,395,126
tri01014,2021-07-01,2021-03-02,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,121,121,121,121,121
tri01021,2021-07-01,2020-12-11,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,202,202,202,202,202
tri01029,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri01030,2021-07-01,2020-07-31,TRUE,FALSE,TRUE,FALSE,TRUE,2021-03-09,NA,2021-03-09,NA,2021-03-09,221,335,221,335,221
tri01036,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri01040,2021-07-01,2020-09-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,276,276,276,276,276
tri01048,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri01051,2021-07-01,2020-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,335,335,335,335,335
tri01053,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri01054,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri01055,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri01062,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri01068,2021-07-01,2021-06-02,TRUE,FALSE,TRUE,FALSE,TRUE,2021-08-04,NA,2021-08-04,NA,2021-08-04,63,29,63,29,63
tri01071,2021-07-01,2021-04-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,80,80,80,80,80
tri01076,2021-07-01,2021-01-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167
tri01078,2021-07-01,2020-04-08,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,449,449,449,449,449
tri01079,2021-07-01,2021-06-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,17,17,17,17,17
tri01081,2021-07-01,2020-06-26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,370,370,370,370,370
tri01085,2021-07-01,2021-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,122,122,122,122,122
tri01092,2021-07-01,2020-09-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,276,276,276,276,276
tri01094,2021-07-01,2020-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,396,396,396,396,396
tri01096,2021-07-01,2020-12-18,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195
tri01097,2021-07-01,2021-03-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-10-20,2020-10-20,NA,NA,2020-10-20,-162,-162,92,92,-162
tri01098,2021-07-01,2020-07-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,338,338,338,338,338
tri01099,2021-07-01,2020-10-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243
tri01100,2021-07-01,2020-06-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-21,2021-04-21,NA,NA,2021-04-21,324,324,395,395,324
tri01101,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri01107,2021-07-01,2020-08-20,TRUE,TRUE,FALSE,TRUE,TRUE,2021-01-07,2021-01-07,NA,2021-04-09,2021-01-07,140,140,315,232,140
tri01108,2021-07-01,2020-12-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-01-26,NA,2021-01-26,NA,2021-01-26,56,212,56,212,56
tri01109,2021-07-01,2020-08-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,305,305,305,305,305
tri01114,2021-07-01,2021-06-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-27,NA,2021-05-27,NA,2021-05-27,-5,30,-5,30,-5
tri01116,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri01119,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri01122,2021-07-01,2020-11-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,223,223,223,223,223
tri01125,2021-07-01,2020-07-10,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-17,2020-11-17,NA,NA,2020-08-10,130,130,356,356,31
tri01127,2021-07-01,2020-06-24,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,372,372,372,372,372
tri01128,2021-07-01,2020-07-11,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,355,355,355,355,355
tri01129,2021-07-01,2021-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,93,93,93,93,93
tri01131,2021-07-01,2020-09-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,289,289,289,289,289
tri01132,2021-07-01,2020-10-11,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,263,263,263,263,263
tri01135,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri01147,2021-07-01,2020-07-01,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-25,2020-05-25,NA,NA,2020-05-25,-37,-37,365,365,-37
tri01153,2021-07-01,2021-01-29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,153,153,153,153,153
tri01154,2021-07-01,2020-10-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,261,261,261,261,261
tri01155,2021-07-01,2020-11-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,213,213,213,213,213
tri01157,2021-07-01,2021-03-09,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,114,114,114,114,114
tri01161,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri01164,2021-07-01,2020-04-05,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-04-23,452,452,452,452,18
tri01167,2021-07-01,2021-02-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,123,123,123,123,123
tri01168,2021-07-01,2021-03-20,TRUE,FALSE,TRUE,FALSE,TRUE,2021-07-10,NA,2021-07-10,NA,2021-07-10,112,103,112,103,112
tri01170,2021-07-01,2020-12-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-08-12,2021-08-12,NA,NA,2021-08-12,254,254,212,212,254
tri01171,2021-07-01,2020-05-03,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,424,424,424,424,424
tri01172,2021-07-01,2020-11-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,228,228,228,228,228
tri01174,2021-07-01,2020-05-03,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,424,424,424,424,424
tri01179,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri01182,2021-07-01,2020-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,273,273,273,273,273
tri01185,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri01195,2021-07-01,2020-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,273,273,273,273,273
tri01197,2021-07-01,2020-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,335,335,335,335,335
tri01201,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri01208,2021-07-01,2021-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,181,181,181,181,181
tri01222,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri01224,2021-07-01,2021-03-24,TRUE,FALSE,TRUE,FALSE,TRUE,2021-07-02,NA,2021-07-02,NA,2021-07-02,100,99,100,99,100
tri01227,2021-07-01,2020-08-20,TRUE,TRUE,TRUE,FALSE,TRUE,2020-10-13,2021-02-20,2020-10-13,NA,2020-10-13,54,184,54,315,54
tri01228,2021-07-01,2020-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,193,193,193,193,193
tri01230,2021-07-01,2021-01-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,151,151,151,151,151
tri01234,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri01241,2021-07-01,2020-06-26,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,370,370,370,370,370
tri01243,2021-07-01,2021-04-01,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-10-15,91,91,91,91,-168
tri01246,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri01249,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri01258,2021-07-01,2020-05-01,TRUE,FALSE,FALSE,TRUE,TRUE,2020-05-04,NA,NA,2020-05-04,2020-05-04,3,426,426,3,3
